id,pos,gloss,persian_gloss,checked,,,,,,
87401,noun,any branch of Shinto other than Kokka,هر شاخه ای از Shinto غیر از Kokka,0,,,,,,
87402,noun,a celibate and communistic Christian sect in the United States,یک فرقه مسیحی مجرد و کمونیست در ایالات متحده است,0,,,,,,
87403,noun,a Christian sect of dissenters that originated in southern France in the late 12th century adopted Calvinist doctrines in the 16th century,فرقه ای از مخالفین مسیحی که از اواخر قرن 12 در جنوب فرانسه پدید آمد ، آموزه های کالونیستی را در قرن شانزدهم پذیرفت,0,,,,,,
87404,noun,a Zoroastrian sect that claims Zurvan was the ultimate source of the universe,فرقه ای از زرتشتیان که ادعا می کند زوروان منبع نهایی جهان است,0,,,,,,
87405,adjective,rigidly adhering to a particular sect or its doctrines,سخت گیرانه به یک فرقه خاص یا آموزه های آن پیوستن,0,,,,,,
87406,verb,"divide into syllables; ""syllabify the words""",تقسیم به هجا,0,,,,,,
87407,noun,"a section of an entertainment that is assigned to a specific performer or performance; ""they changed his spot on the program""",بخشی از سرگرمی است که به یک مجری خاص یا اجرا اختصاص داده شده است.,0,,,,,,
87408,noun,a short section or illustration (as between radio or tv programs or in a magazine) that is often used for advertising,یک بخش یا تصویر کوتاه (مانند برنامه های رادیویی یا تلویزیونی یا یک مجله) که اغلب برای تبلیغات استفاده می شود,0,,,,,,
87409,noun,a part of the score that must be performed without change or omission,بخشی از نمره که باید بدون تغییر یا حذف انجام شود,0,,,,,,
87410,noun,"a very thin slice (of tissue or mineral or other substance) for examination under a microscope; ""sections from the left ventricle showed diseased tissue""",یک برش بسیار نازک (از بافت یا مواد معدنی یا مواد دیگر) برای بررسی در زیر میکروسکوپ ؛,0,,,,,,
87411,noun,a small flat rectangular piece of glass on which specimens can be mounted for microscopic study,یک قطعه شیشه ای تخت و مستطیل شکل که می توان نمونه ها را برای مطالعه میکروسکوپی روی آن نصب کرد,0,,,,,,
87412,noun,"outlying areas (as of a city or town); ""they lived on the outskirts of Houston""; ""they mingled in the outskirts of the crowd""",مناطق دورافتاده (به عنوان یک شهر یا شهر) ؛,0,,,,,,
87413,noun,a walled section of Beijing that encloses the palace that was formerly the residence of the emperor of China,بخشی از دیوارهای پکن که کاخی را که قبلا محل اقامت امپراتور چین بود محصور کرده است,0,,,,,,
87414,noun,a straight segment of a roadway or racecourse,مناطق دورافتاده (به عنوان یک شهر یا شهر) ؛,0,,,,,,
87415,noun,a section of a section; a part of a part; i.e., a part of something already divided,یک بخش از یک بخش ؛,0,,,,,
87416,noun,a land unit of 1 square mile measuring 1 mile on a side,یک واحد زمینی به مساحت 1 مایل مربع با اندازه 1 مایل در یک طرف,0,,,,,,
87417,noun,an area of 640 acres,مساحت 640 هکتار,0,,,,,,
87418,noun,the section of an orchestra that plays stringed instruments,بخشی از ارکستر که سازهای زهی می نوازد,0,,,,,,
87419,noun,the section of a band or orchestra that plays reed instruments,بخشی از یک گروه یا ارکستر که سازهای نی را می نوازد,0,,,,,,
87420,noun,a small army unit usually having a special function,یک واحد کوچک ارتش معمولاً عملکرد خاصی دارد,0,,,,,,
87421,adjective,"related or limited to a distinct region or subdivision of of a territory or community or group of people; ""sectional tensions arose over slavery""",مربوط یا محدود به یک منطقه یا زیرمجموعه مشخص از یک قلمرو یا جامعه یا گروهی از مردم ؛,0,,,,,,
87422,noun,a group of sectors on a magnetic disk that can be reserved for the use of a particular file,گروهی از بخشهای موجود در یک دیسک مغناطیسی که می تواند برای استفاده از یک فایل خاص ذخیره شود,0,,,,,,
87423,noun,measuring instrument consisting of two graduated arms hinged at one end,ابزار اندازه گیری متشکل از دو بازوی فارغ التحصیل در یک انتهای آن,0,,,,,,
87424,noun,transfer of property from ecclesiastical to civil possession,انتقال اموال از مالکیت کلیسایی به مالکیت مدنی,0,,,,,,
87425,verb,"make secular and draw away from a religious orientation; ""Ataturk secularized Turkey""",سکولار شوید و از جهت گیری مذهبی فاصله بگیرید.,0,,,,,,
87426,verb,transfer from ecclesiastical to civil possession, use, or control,انتقال از مالکیت ، استفاده یا کنترل کلیسایی به مدنی,0,,,,
87427,adjective,"having quality or payment or delivery guaranteed; ""certified milk""; ""certified check""; ""certified mail""",داشتن کیفیت یا پرداخت یا تحویل تضمین شده,0,,,,,,
87428,adjective,"guaranteed not to fail; ""a fail-safe recipe for cheese souffle""",تضمین نکردن,0,,,,,,
87429,adjective,secure in formally authorized hands,امن در دست رسمی مجاز است,0,,,,,,
87430,adjective,"assured by (usually) spoken agreement; ""the promised toy""; ""the promised land""",اطمینان حاصل از (معمولاً) توافق نامه گفتاری ؛,0,,,,,,
87431,adjective,"safe for the storage of valuables; ""kept the deed in his safe-deposit box at the bank""",امن برای نگهداری اشیا valu با ارزش,0,,,,,,
87432,adjective,"physically secure or dependable; ""a sure footing""; ""was on sure ground""",از نظر جسمی ایمن یا قابل اعتماد,0,,,,,,
87433,adjective,secured with bastions or fortifications,ایمن شده با سنگرها یا استحکامات,0,,,,,,
87434,adjective,protected with battlements or parapets with indentations or embrasures for shooting through,محافظت شده با نبردها یا پارکت ها با تورفتگی یا نقاشی های رویی برای عکسبرداری از داخل,0,,,,,,
87435,adjective,secure against burglary,امن در برابر سرقت,0,,,,,,
87436,adjective,protected by a deep wide ditch usually filled with water,محافظت شده توسط یک خندق گسترده و عمیق که معمولاً پر از آب است,0,,,,,,
87437,adjective,"protected from danger or bad weather; ""a sheltered harbor""",محافظت در برابر خطر یا آب و هوای بد ؛,0,,,,,,
87438,adjective,(used especially of machinery) protected by a shield to prevent injury,(مخصوصاً در ماشین آلات استفاده می شود) که توسط سپر محافظت می شود تا از آسیب دیدن جلوگیری کند,0,,,,,,
87439,adjective,"offering safety; well protected or concealed; ""a snug harbor""; ""a snug hideout""",ارائه ایمنی,0,,,,,,
87440,adjective,protected against or able to withstand storms,در برابر طوفان ها محافظت می شود یا می تواند مقاومت کند,0,,,,,,
87441,adjective,"able to withstand exposure to weather without damage; ""weatherproof electric wiring""; ""a weatherproof coat""",قادر به مقاومت در برابر آب و هوا بدون آسیب است.,0,,,,,,
87442,adjective,"securely in position; not shaky; ""held the ladder steady""",ایمن در موقعیت؛,0,,,,,,
87443,adjective,"securely or solidly fixed in place; rigid; ""the bolts are tight""",به طور ایمن یا محکم در محل ثابت شده است.,0,,,,,,
87444,noun,the state of freedom from fear or danger,حالت آزادی از ترس یا خطر,0,,,,,,
87445,noun,an electrical device that sets off an alarm when someone tries to break in,یک دستگاه الکتریکی که هنگامی که کسی قصد ورود به سیستم را دارد زنگ هشدار را روشن می کند,0,,,,,,
87446,noun,"a type of security issued by a corporation (usually together with a bond or preferred stock) that gives the holder the right to purchase a certain amount of common stock at a stated price; ""as a sweetener they offered warrants along with the fixed-income securities""",نوعی اوراق بهادار صادر شده توسط یک شرکت (معمولاً همراه با اوراق قرضه یا سهام ممتاز) که به دارنده حق خرید مقدار مشخصی سهام عادی را با قیمت اعلام شده می دهد.,0,,,,,,
87447,noun,an organization of independent states formed in 1945 to promote international peace and security,سازمانی از کشورهای مستقل که برای ارتقا peace صلح و امنیت بین المللی در سال 1945 تشکیل شد,0,,,,,,
